viewing_id,customer_id,content_id,viewing_date,watch_duration_minutes,completion_percentage,device_type,login_location,session_duration_minutes
VIEW00014885,CUST001768,CNT00488,2026-02-04,23,100.0,laptop,United Kingdom,51
VIEW00014886,CUST001768,CNT00239,2025-11-28,95,59.0,smart tv,United Kingdom,95
VIEW00014887,CUST001768,CNT00384,2026-02-01,37,60.0,mobile,United Kingdom,37
VIEW00014888,CUST001769,CNT00120,2026-01-21,62,69.0,gaming console,United States,73
VIEW00014889,CUST001769,CNT00002,2026-04-18,62,71.0,mobile,United States,62
VIEW00014890,CUST001769,CNT00349,2026-02-15,17,89.0,tablet,United States,22
VIEW00014891,CUST001769,CNT00072,2026-02-09,649,79.0,smart tv,United States,667
VIEW00014892,CUST001769,CNT00239,2025-12-11,47,100.0,mobile,United States,60
VIEW00014893,CUST001770,CNT00036,2026-04-02,103,57.0,laptop,France,108
VIEW00014894,CUST001770,CNT00242,2025-11-09,53,77.0,tablet,France,67
VIEW00014895,CUST001770,CNT00112,2025-10-24,64,36.0,smart tv,France,65
VIEW00014896,CUST001770,CNT00446,2026-06-18,69,44.0,tablet,France,75
VIEW00014897,CUST001770,CNT00202,2025-08-02,19,60.0,tablet,France,19
VIEW00014898,CUST001770,CNT00499,2025-11-19,62,83.0,mobile,France,62
VIEW00014899,CUST001770,CNT00360,2025-10-30,16,90.0,gaming console,FRANCE,21
VIEW00014900,CUST001770,CNT00007,2025-07-17,8,75.0,smart tv,France,16
VIEW00014901,CUST001770,CNT00093,2026-06-07,36,59.0,mobile,India,42
VIEW00014902,CUST001770,CNT00426,2025-10-13,56,55.0,smart tv,France,70
VIEW00014903,CUST001770,CNT00435,2026-04-13,49,54.0,laptop,France,62
VIEW00014904,CUST001771,CNT00344,2026-01-14,16,73.0,smart tv,NIGERIA,23
VIEW00014905,CUST001771,CNT00398,2026-06-24,59,100.0,mobile,Nigeria,69
VIEW00014906,CUST001771,CNT00469,2026-05-06,38,100.0,mobile,Nigeria,42
VIEW00014907,CUST001771,CNT00076,2026-06-07,46,85.0,mobile,Nigeria,47
VIEW00014908,CUST001771,CNT00049,2026-05-27,83,100.0,smart tv,Nigeria,95
VIEW00014909,CUST001771,CNT00159,2025-10-18,28,94.0,smart tv,Nigeria,43
VIEW00014910,CUST001771,CNT00335,2026-06-20,29,75.0,mobile,Nigeria,29
VIEW00014911,CUST001771,CNT00327,2026-06-24,78,86.0,laptop,Poland,92
VIEW00014912,CUST001771,CNT00348,2025-09-07,96,56.0,smart tv,Nigeria,98
VIEW00014913,CUST001771,CNT00265,2026-05-05,77,86.0,mobile,Nigeria,79
VIEW00014914,CUST001771,CNT00471,2026-01-12,50,77.0,tablet,Nigeria,58
VIEW00014915,CUST001772,CNT00409,2026-04-29,92,75.0,laptop,South Korea,102
VIEW00014916,CUST001772,CNT00265,2026-06-27,27,66.0,ipad,KR,39
VIEW00014917,CUST001772,CNT00333,2025-09-30,3,62.0,smart tv,South Korea,16
VIEW00014918,CUST001772,CNT00261,2026-06-22,38,85.0,mobile,South Korea,45
VIEW00014919,CUST001772,CNT00475,2026-05-30,33,93.0,gaming console,South Korea,48
VIEW00014920,CUST001772,CNT00484,2026-05-14,100,79.0,mobile,South Korea,102
VIEW00014921,CUST001772,CNT00420,2026-02-13,31,40.0,smart tv,South Korea,32
VIEW00014922,CUST001772,CNT00230,2026-05-26,89,90.0,mobile,South Korea,102
VIEW00014923,CUST001772,CNT00223,2026-01-13,50,53.0,gaming console,South Korea,62
VIEW00014924,CUST001773,CNT00337,2025-08-18,54,100.0,desktop,United Kingdom,54
VIEW00014925,CUST001773,CNT00359,2026-05-22,40,69.0,smart tv,United Kingdom,46
VIEW00014926,CUST001773,CNT00072,2026-05-24,41,69.0,gaming console,United Kingdom,52
VIEW00014927,CUST001773,CNT00285,2026-06-04,35,31.0,unknown,United Kingdom,49
VIEW00014928,CUST001773,CNT00002,2026-06-27,56,71.0,gaming console,United Kingdom,68
VIEW00014929,CUST001773,CNT00454,2026-05-23,43,68.0,smart tv,United Kingdom,52
VIEW00014930,CUST001773,CNT00320,2026-04-02,66,79.0,gaming console,United Kingdom,75
VIEW00014931,CUST001773,CNT00402,2026-06-24,32,100.0,laptop,United Kingdom,47
VIEW00014932,CUST001774,CNT00495,2025-09-01,27,57.0,smart tv,United States,44
VIEW00014933,CUST001774,CNT00105,2025-10-28,13,100.0,smart tv,United States,30
VIEW00014934,CUST001774,CNT00207,2026-06-04,39,99.0,phone,United States,56
VIEW00014935,CUST001774,CNT00304,2025-07-03,40,32.0,laptop,USA,47
VIEW00014936,CUST001774,CNT00421,2026-02-24,50,71.0,smart tv,United States,60
VIEW00014937,CUST001774,CNT00397,2025-10-20,19,61.0,mobile,United States,24
VIEW00014938,CUST001774,CNT00250,2026-02-10,35,100.0,mobile,United States,57
VIEW00014939,CUST001774,CNT00238,2025-08-04,33,49.0,smart tv,United States,43
VIEW00014940,CUST001774,CNT00044,2025-08-31,79,71.0,smart tv,United States,91
VIEW00014941,CUST001775,CNT00475,2026-01-10,39,100.0,console,India,47
VIEW00014942,CUST001775,CNT00287,2026-02-02,38,100.0,smart tv,Nigeria,57
VIEW00014943,CUST001776,CNT00266,2026-06-05,8,80.0,tablet,Australia,10
VIEW00014944,CUST001776,CNT00111,2026-06-15,26,50.0,smart tv,australia,39
VIEW00014945,CUST001776,CNT00462,2025-10-28,64,77.0,smart tv,Australia,71
VIEW00014946,CUST001776,CNT00489,2025-07-07,63,69.0,mobile,australia,63
VIEW00014947,CUST001776,CNT00464,2026-04-16,50,60.0,smart tv,Australia,50
VIEW00014948,CUST001776,CNT00418,2026-02-25,82,70.0,smart tv,Australia,95
VIEW00014949,CUST001776,CNT00012,2026-03-28,60,86.0,tablet,AUSTRALIA,67
VIEW00014950,CUST001777,CNT00217,2025-07-28,65,100.0,smartphone,Poland,80
VIEW00014951,CUST001777,CNT00410,2026-01-19,28,83.0,tablet,Poland,28
VIEW00014952,CUST001777,CNT00350,2026-05-06,32,71.0,laptop,poland,41
VIEW00014953,CUST001777,CNT00115,2026-06-26,67,76.0,smart tv,Poland,77
VIEW00014954,CUST001777,CNT00256,2025-12-30,74,87.0,laptop,POLAND,83
VIEW00014955,CUST001777,CNT00489,2026-04-16,86,85.0,laptop,Poland,93
VIEW00014956,CUST001777,CNT00373,2025-12-17,49,31.0,mobile,PL,59
VIEW00014957,CUST001777,CNT00258,2025-10-05,3,69.0,mobile,Poland,16
VIEW00014958,CUST001777,CNT00045,2025-12-25,1,100.0,tablet,Poland,1
VIEW00014959,CUST001777,CNT00089,2025-12-13,21,56.0,mobile,Poland,24
VIEW00014960,CUST001777,CNT00020,2026-04-20,23,66.0,mobile,poland,23
VIEW00014961,CUST001777,CNT00362,2025-11-28,32,85.0,smartphone,Poland,32
VIEW00014962,CUST001777,CNT00492,2026-05-28,71,83.0,mobile,Poland,85
VIEW00014963,CUST001777,CNT00478,2025-07-03,48,44.0,smart tv,PL,58
VIEW00014964,CUST001777,CNT00347,2026-01-07,3,89.0,mobile,Poland,3
VIEW00014965,CUST001778,CNT00240,2025-11-10,92,52.0,mobile,Germany,92
VIEW00014966,CUST001778,CNT00158,2026-02-17,3,60.0,mobile,Germany,11
VIEW00014967,CUST001778,CNT00256,2025-12-02,11,51.0,tablet,Germany,14
VIEW00014968,CUST001778,CNT00483,2025-12-17,71,77.0,unknown,Germany,71
VIEW00014969,CUST001779,CNT00322,2025-10-12,41,85.0,smart tv,India,41
VIEW00014970,CUST001779,CNT00153,2025-12-25,3,47.0,mobile,India,25
VIEW00014971,CUST001779,CNT00214,2025-11-05,73,100.0,mobile,India,75
VIEW00014972,CUST001779,CNT00220,2026-02-27,76,68.0,smart tv,India,85
VIEW00014973,CUST001779,CNT00415,2026-04-05,32,95.0,smart tv,India,42
VIEW00014974,CUST001779,CNT00366,2026-02-18,26,54.0,smart tv,India,39
VIEW00014975,CUST001779,CNT00455,2026-02-23,44,73.0,smartphone,India,44
VIEW00014976,CUST001779,CNT00056,2026-06-02,17,64.0,laptop,India,22
VIEW00014977,CUST001779,CNT00344,2025-07-21,13,53.0,gaming console,India,17
VIEW00014978,CUST001780,CNT00074,2026-02-25,28,95.0,gaming console,United Kingdom,34
VIEW00014979,CUST001780,CNT00121,2026-03-12,52,74.0,smart tv,united kingdom,52
VIEW00014980,CUST001780,CNT00177,2025-07-18,59,100.0,mobile,United Kingdom,59
VIEW00014981,CUST001780,CNT00248,2025-09-14,62,45.0,desktop,United Kingdom,84
VIEW00014982,CUST001780,CNT00406,2025-11-05,69,88.0,smart tv,United Kingdom,79
VIEW00014983,CUST001780,CNT00436,2026-04-27,57,78.0,laptop,United Kingdom,70
VIEW00014984,CUST001780,CNT00174,2026-05-07,43,63.0,smart tv,United Kingdom,58
VIEW00014985,CUST001780,CNT00103,2025-11-04,50,41.0,tablet,United Kingdom,60
VIEW00014986,CUST001781,CNT00477,2026-04-05,45,71.0,smart tv,Australia,45
VIEW00014987,CUST001781,CNT00072,2026-02-03,78,92.0,gaming console,Australia,88
VIEW00014988,CUST001781,CNT00212,2026-05-12,108,87.0,smart tv,Australia,115
VIEW00014989,CUST001781,CNT00149,2026-01-22,48,78.0,smarttv,Australia,53
VIEW00014990,CUST001781,CNT00144,2025-12-08,94,58.0,mobile,Spain,94
VIEW00014991,CUST001781,CNT00085,2025-07-02,70,52.0,smart tv,AU,80
VIEW00014992,CUST001781,CNT00411,2025-07-21,68,35.0,smart tv,Australia,73
VIEW00014993,CUST001781,CNT00064,2026-06-18,100,55.0,smart tv,Australia,106
VIEW00014994,CUST001781,CNT00211,2026-03-24,43,88.0,mobile,AUSTRALIA,46
VIEW00014995,CUST001781,CNT00103,2025-10-06,20,70.0,mobile,Australia,28
VIEW00014996,CUST001781,CNT00250,2025-08-14,53,77.0,smart tv,Australia,64
VIEW00014997,CUST001781,CNT00273,2025-11-07,79,63.0,smart tv,Australia,81
VIEW00014998,CUST001781,CNT00350,2026-03-15,49,81.0,smart tv,Australia,62
VIEW00014999,CUST001781,CNT00347,2026-03-30,29,100.0,smartphone,Australia,30
VIEW00015000,CUST001781,CNT00411,2025-10-12,71,100.0,smart tv,Australia,82
VIEW00015001,CUST001781,CNT00349,2026-03-17,50,33.0,tablet,Australia,61
VIEW00015002,CUST001781,CNT00385,2026-01-05,86,97.0,smart tv,Australia,97
VIEW00015003,CUST001782,CNT00224,2025-09-13,70,100.0,mobile,United States,77
VIEW00015004,CUST001782,CNT00166,2026-02-08,68,100.0,laptop,United States,73
VIEW00015005,CUST001782,CNT00461,2026-06-23,23,86.0,gaming console,US,40
VIEW00015006,CUST001782,CNT00298,2026-01-26,64,55.0,tablet,United States,74
VIEW00015007,CUST001782,CNT00132,2026-03-07,23,100.0,mobile,United States,23
VIEW00015008,CUST001782,CNT00481,2026-03-11,16,79.0,smart tv,US,26
VIEW00015009,CUST001782,CNT00440,2026-01-26,40,100.0,smartphone,US,51
VIEW00015010,CUST001782,CNT00269,2026-01-28,20,44.0,tablet,United States,31
VIEW00015011,CUST001782,CNT00283,2026-01-20,39,66.0,mobile,United States,54
VIEW00015012,CUST001783,CNT00492,2025-11-29,49,48.0,gaming console,Canada,56
VIEW00015013,CUST001783,CNT00217,2026-06-03,63,56.0,smart tv,Canada,70
VIEW00015014,CUST001783,CNT00267,2025-10-18,50,95.0,laptop,United States,60
VIEW00015015,CUST001783,CNT00300,2025-08-21,27,100.0,phone,Canada,39
VIEW00015016,CUST001783,CNT00399,2025-09-06,43,100.0,mobile,Canada,49
VIEW00015017,CUST001783,CNT00419,2025-10-13,72,92.0,mobile,Canada,87
VIEW00015018,CUST001783,CNT00488,2026-05-22,62,100.0,tablet,Canada,71
VIEW00015019,CUST001783,CNT00344,2026-04-22,3,66.0,mobile,Canada,15
VIEW00015020,CUST001783,CNT00220,2025-11-05,28,60.0,gaming console,canada,36
VIEW00015021,CUST001783,CNT00493,2026-01-23,82,75.0,mobile,Canada,94
VIEW00015022,CUST001783,CNT00078,2026-04-29,27,92.0,mobile,Germany,34
VIEW00015023,CUST001784,CNT00096,2026-02-07,39,72.0,smart tv,Japan,50
VIEW00015024,CUST001784,CNT00101,2026-03-07,62,85.0,mobile,Japan,62
VIEW00015025,CUST001785,CNT00256,2026-04-17,3,94.0,laptop,Indonesia,18
VIEW00015026,CUST001785,CNT00066,2026-06-25,63,100.0,gaming console,Indonesia,73
VIEW00015027,CUST001785,CNT00268,2025-07-07,59,100.0,mobile,Indonesia,64
VIEW00015028,CUST001785,CNT00335,2025-11-05,48,83.0,smart tv,Indonesia,48
VIEW00015029,CUST001785,CNT00071,2025-08-09,23,84.0,tablet,Indonesia,36
VIEW00015030,CUST001785,CNT00377,2025-12-25,3,100.0,smart tv,Indonesia,9
VIEW00015031,CUST001786,CNT00058,2026-06-06,33,80.0,smart tv,United States,33
VIEW00015032,CUST001786,CNT00149,2026-04-21,59,36.0,tablet,United States,62
VIEW00015033,CUST001786,CNT00181,2026-03-28,73,52.0,smart tv,United States,78
VIEW00015034,CUST001786,CNT00467,2026-06-25,46,82.0,smart tv,United States,56
VIEW00015035,CUST001787,CNT00313,2025-08-07,31,58.0,smart tv,United Kingdom,33
VIEW00015036,CUST001787,CNT00164,2025-09-05,70,83.0,smart tv,United Kingdom,75
VIEW00015037,CUST001787,CNT00454,2025-11-19,55,99.0,mobile,United Kingdom,55
VIEW00015038,CUST001787,CNT00103,2025-11-27,81,61.0,mobile,United Kingdom,84
VIEW00015039,CUST001787,CNT00182,2025-09-06,33,94.0,smarttv,United Kingdom,44
VIEW00015040,CUST001787,CNT00051,2026-04-18,48,76.0,smart tv,United Kingdom,63
VIEW00015041,CUST001787,CNT00152,2025-09-21,73,63.0,mobile,United Kingdom,76
VIEW00015042,CUST001787,CNT00065,2025-07-05,19,86.0,pc,United Kingdom,24
VIEW00015043,CUST001787,CNT00242,2026-01-13,81,50.0,laptop,United Kingdom,83
VIEW00015044,CUST001788,CNT00435,2026-05-30,54,73.0,mobile,indonesia,64
VIEW00015045,CUST001788,CNT00407,2026-05-28,50,51.0,mobile,Indonesia,58
VIEW00015046,CUST001788,CNT00169,2026-06-11,69,78.0,mobile,Indonesia,74
VIEW00015047,CUST001788,CNT00074,2026-05-25,86,100.0,smart tv,ID,90
VIEW00015048,CUST001788,CNT00303,2026-06-02,54,46.0,smart tv,Indonesia,55
VIEW00015049,CUST001788,CNT00167,2026-06-19,22,94.0,smart tv,Indonesia,25
VIEW00015050,CUST001788,CNT00253,2026-04-08,67,100.0,smart tv,Indonesia,71
VIEW00015051,CUST001789,CNT00256,2025-09-02,37,99.0,smart tv,Australia,43
VIEW00015052,CUST001789,CNT00266,2026-04-10,34,61.0,mobile,Australia,38
VIEW00015053,CUST001789,CNT00070,2025-09-28,60,65.0,mobile,Australia,61
VIEW00015054,CUST001789,CNT00335,2025-08-08,28,75.0,smart tv,Australia,29
VIEW00015055,CUST001789,CNT00059,2025-08-20,68,92.0,mobile,Australia,83
VIEW00015056,CUST001789,CNT00133,2025-12-06,77,51.0,smart tv,Australia,83
VIEW00015057,CUST001789,CNT00422,2026-02-09,70,65.0,mobile,Australia,84
VIEW00015058,CUST001789,CNT00005,2026-05-13,17,97.0,tablet,ITALY,28
VIEW00015059,CUST001789,CNT00027,2026-01-14,43,47.0,tablet,Australia,52
VIEW00015060,CUST001790,CNT00131,2026-01-11,97,73.0,tablet,Germany,105
VIEW00015061,CUST001790,CNT00067,2025-12-11,11,46.0,laptop,Germany,15
VIEW00015062,CUST001790,CNT00109,2025-11-08,18,46.0,mobile,Germany,36
VIEW00015063,CUST001790,CNT00114,2025-10-23,87,81.0,smart tv,Germany,92
VIEW00015064,CUST001790,CNT00133,2026-06-27,11,67.0,mobile,Germany,15
VIEW00015065,CUST001790,CNT00351,2025-10-31,60,69.0,mobile,Germany,60
VIEW00015066,CUST001790,CNT00211,2026-02-21,65,81.0,tablet,Germany,65
VIEW00015067,CUST001790,CNT00015,2025-09-07,41,60.0,smarttv,Germany,58
VIEW00015068,CUST001790,CNT00106,2026-06-14,49,58.0,smart tv,Germany,60
VIEW00015069,CUST001790,CNT00296,2026-01-21,30,81.0,smart tv,Germany,32
VIEW00015070,CUST001790,CNT00491,2026-03-19,59,45.0,smart tv,Germany,78
VIEW00015071,CUST001790,CNT00027,2025-12-11,33,72.0,pc,germany,39
VIEW00015072,CUST001790,CNT00458,2026-04-11,78,31.0,smart tv,Germany,85
VIEW00015073,CUST001790,CNT00063,2025-08-04,56,44.0,laptop,DE,62
VIEW00015074,CUST001790,CNT00372,2025-08-25,61,77.0,smart tv,DE,70
VIEW00015075,CUST001791,CNT00323,2025-07-24,47,68.0,mobile,Germany,57
VIEW00015076,CUST001791,CNT00476,2026-05-15,44,86.0,laptop,GERMANY,52
VIEW00015077,CUST001791,CNT00483,2026-02-05,67,68.0,tablet,Germany,69
VIEW00015078,CUST001791,CNT00318,2025-08-07,56,62.0,smart tv,Germany,56
VIEW00015079,CUST001791,CNT00214,2025-08-12,85,100.0,smart tv,Germany,99
VIEW00015080,CUST001791,CNT00313,2025-09-15,56,87.0,tablet,Germany,65
VIEW00015081,CUST001791,CNT00210,2026-01-17,64,19.0,phone,DE,81
VIEW00015082,CUST001791,CNT00368,2025-08-29,48,94.0,laptop,Germany,52
VIEW00015083,CUST001791,CNT00463,2025-11-23,36,95.0,mobile,DE,39
VIEW00015084,CUST001791,CNT00163,2026-02-20,97,74.0,tablet,Germany,101
VIEW00015085,CUST001791,CNT00408,2026-01-28,48,100.0,smart tv,Germany,63
VIEW00015086,CUST001791,CNT00111,2026-05-31,64,92.0,laptop,Germany,85
VIEW00015087,CUST001791,CNT00132,2025-08-23,3,81.0,laptop,GERMANY,19
VIEW00015088,CUST001791,CNT00068,2025-10-26,4,66.0,phone,Germany,4
VIEW00015089,CUST001791,CNT00248,2026-03-30,19,100.0,mobile,Germany,36
VIEW00015090,CUST001791,CNT00256,2026-03-19,95,75.0,mobile,Germany,110
VIEW00015091,CUST001791,CNT00200,2025-09-29,95,15.0,mobile,Germany,102
VIEW00015092,CUST001791,CNT00301,2025-08-29,65,76.0,mobile,germany,91
VIEW00015093,CUST001791,CNT00220,2025-11-02,3,79.0,smart tv,Germany,7
VIEW00015094,CUST001792,CNT00180,2026-06-05,74,97.0,gaming console,India,75
VIEW00015095,CUST001792,CNT00324,2026-05-04,23,68.0,mobile,India,27
VIEW00015096,CUST001792,CNT00368,2025-07-29,23,83.0,smart tv,India,38
VIEW00015097,CUST001792,CNT00496,2025-09-01,62,100.0,mobile,India,73
VIEW00015098,CUST001792,CNT00430,2025-12-22,64,100.0,smart tv,India,78
VIEW00015099,CUST001792,CNT00193,2026-06-27,69,63.0,smart tv,Bharat,69
VIEW00015100,CUST001792,CNT00411,2026-04-05,81,100.0,smart tv,India,94
VIEW00015101,CUST001792,CNT00469,2026-06-26,50,100.0,laptop,India,72
VIEW00015102,CUST001792,CNT00429,2026-05-20,48,56.0,tablet,India,56
VIEW00015103,CUST001792,CNT00323,2026-06-25,73,53.0,mobile,India,79
VIEW00015104,CUST001792,CNT00069,2025-09-19,81,30.0,desktop,India,97
VIEW00015105,CUST001793,CNT00414,2026-06-22,37,84.0,smart tv,United States,54
VIEW00015106,CUST001793,CNT00340,2026-05-21,73,82.0,gaming console,USA,95
VIEW00015107,CUST001793,CNT00272,2026-05-17,72,58.0,mobile,United States,87
VIEW00015108,CUST001793,CNT00267,2026-06-22,86,93.0,smart tv,United States,91
VIEW00015109,CUST001793,CNT00459,2025-10-15,28,46.0,mobile,United States,44
VIEW00015110,CUST001793,CNT00225,2026-05-08,36,97.0,gaming console,United States,50
VIEW00015111,CUST001793,CNT00106,2025-10-31,30,85.0,smart tv,United States,37
VIEW00015112,CUST001793,CNT00434,2026-05-08,54,61.0,smart tv,United States,59
VIEW00015113,CUST001793,CNT00197,2025-07-20,40,53.0,smart tv,United States,40
VIEW00015114,CUST001793,CNT00174,2025-07-17,44,77.0,mobile,United States,44
VIEW00015115,CUST001793,CNT00400,2026-06-10,16,74.0,smart tv,United States,17
VIEW00015116,CUST001793,CNT00320,2026-04-06,32,71.0,gaming console,United States,41
VIEW00015117,CUST001793,CNT00430,2026-04-18,52,60.0,mobile,United States,57
VIEW00015118,CUST001793,CNT00117,2026-06-13,53,100.0,smart tv,United States,59
VIEW00015119,CUST001793,CNT00328,2026-05-02,63,86.0,smart tv,United States,71
VIEW00015120,CUST001793,CNT00266,2026-05-20,103,84.0,mobile,United States,114
VIEW00015121,CUST001794,CNT00371,2026-06-14,48,75.0,phone,South Korea,48
VIEW00015122,CUST001794,CNT00220,2026-02-14,37,67.0,smart tv,South Korea,54
VIEW00015123,CUST001794,CNT00212,2026-03-12,60,60.0,smart tv,South Korea,64
VIEW00015124,CUST001794,CNT00009,2026-06-18,34,64.0,mobile,South Korea,56
VIEW00015125,CUST001794,CNT00025,2026-04-28,93,58.0,mobile,South Korea,97
VIEW00015126,CUST001794,CNT00048,2026-05-03,62,64.0,smart tv,South Korea,71
VIEW00015127,CUST001794,CNT00494,2025-12-25,57,41.0,tablet,South Korea,65
VIEW00015128,CUST001794,CNT00093,2025-12-25,43,68.0,smart tv,South Korea,43
VIEW00015129,CUST001794,CNT00016,2026-01-12,3,57.0,smart tv,South Korea,25
VIEW00015130,CUST001794,CNT00227,2026-03-22,48,87.0,smart tv,South Korea,60
VIEW00015131,CUST001795,CNT00145,2025-08-01,3,98.0,tablet,Mexico,9
VIEW00015132,CUST001795,CNT00240,2026-04-04,18,31.0,smart tv,IT,23
VIEW00015133,CUST001795,CNT00195,2025-07-14,63,63.0,smart tv,MEXICO,66
VIEW00015134,CUST001795,CNT00109,2025-09-12,11,100.0,smart tv,Mexico,16
VIEW00015135,CUST001795,CNT00405,2025-07-31,24,68.0,tablet,Mexico,24
VIEW00015136,CUST001795,CNT00316,2025-07-06,37,91.0,tv,mexico,38
VIEW00015137,CUST001796,CNT00016,2025-12-08,61,100.0,mobile,Bharat,72
VIEW00015138,CUST001796,CNT00149,2026-04-08,77,69.0,smart tv,India,84
VIEW00015139,CUST001796,CNT00438,2025-10-30,72,36.0,smart tv,India,72
VIEW00015140,CUST001796,CNT00245,2025-09-14,39,77.0,mobile,India,57
VIEW00015141,CUST001796,CNT00367,2026-01-12,98,72.0,smart tv,India,108
VIEW00015142,CUST001796,CNT00439,2025-10-01,32,87.0,smartphone,India,45
VIEW00015143,CUST001796,CNT00092,2025-07-18,61,46.0,mobile,India,61
VIEW00015144,CUST001796,CNT00205,2025-11-28,83,63.0,smart tv,India,94
VIEW00015145,CUST001797,CNT00387,2026-05-27,80,56.0,smart tv,United Kingdom,91
VIEW00015146,CUST001797,CNT00293,2026-05-25,29,55.0,unknown,United Kingdom,47
VIEW00015147,CUST001797,CNT00403,2026-05-31,55,59.0,smart tv,U.K.,61
VIEW00015148,CUST001797,CNT00442,2026-06-23,24,27.0,mobile,United Kingdom,34
VIEW00015149,CUST001797,CNT00476,2026-03-11,63,9.0,mobile,United Kingdom,74
VIEW00015150,CUST001797,CNT00189,2026-05-05,23,29.0,mobile,United Kingdom,40
VIEW00015151,CUST001797,CNT00184,2026-05-27,22,88.0,mobile,United Kingdom,35
VIEW00015152,CUST001797,CNT00216,2026-06-21,51,54.0,mobile,United Kingdom,54
VIEW00015153,CUST001798,CNT00140,2025-07-19,37,57.0,laptop,United States,49
VIEW00015154,CUST001798,CNT00232,2025-10-28,52,64.0,mobile,US,56
VIEW00015155,CUST001799,CNT00197,2026-02-23,58,100.0,mobile,France,71
VIEW00015156,CUST001799,CNT00223,2026-06-26,21,81.0,tablet,France,21
VIEW00015157,CUST001799,CNT00079,2025-10-24,58,59.0,mobile,France,65
VIEW00015158,CUST001799,CNT00025,2026-03-07,49,89.0,smart tv,France,53
VIEW00015159,CUST001799,CNT00427,2025-10-03,64,82.0,smart tv,france,72
VIEW00015160,CUST001799,CNT00246,2026-06-25,43,70.0,tablet,France,58
VIEW00015161,CUST001799,CNT00386,2025-08-30,72,61.0,mobile,France,78
VIEW00015162,CUST001799,CNT00040,2026-03-28,4,92.0,laptop,France,4
VIEW00015163,CUST001799,CNT00190,2026-02-11,32,56.0,tablet,France,36
VIEW00015164,CUST001799,CNT00066,2025-12-10,88,72.0,smart tv,FR,89
VIEW00015165,CUST001800,CNT00025,2026-03-21,95,48.0,mobile,Indonesia,110
VIEW00015166,CUST001800,CNT00068,2026-01-09,31,64.0,gaming console,United States,46
VIEW00015167,CUST001801,CNT00326,2026-03-03,28,94.0,gaming console,Philippines,29
VIEW00015168,CUST001801,CNT00075,2026-04-04,63,52.0,smart tv,Argentina,69
VIEW00015169,CUST001801,CNT00098,2025-11-28,71,100.0,smart tv,Philippines,82
VIEW00015170,CUST001801,CNT00351,2025-08-07,50,73.0,gaming console,Philippines,61
VIEW00015171,CUST001801,CNT00325,2025-09-28,48,90.0,laptop,Philippines,48
VIEW00015172,CUST001801,CNT00414,2025-09-07,59,84.0,smart tv,Philippines,71
VIEW00015173,CUST001801,CNT00305,2026-05-20,85,50.0,gaming console,PH,92
VIEW00015174,CUST001801,CNT00015,2026-06-13,64,92.0,tablet,Philippines,74
VIEW00015175,CUST001801,CNT00004,2026-06-11,52,96.0,laptop,Philippines,56
VIEW00015176,CUST001801,CNT00173,2026-05-06,29,77.0,mobile,Philippines,36
VIEW00015177,CUST001801,CNT00080,2025-11-26,3,94.0,smart tv,Philippines,19
VIEW00015178,CUST001801,CNT00477,2026-06-23,64,93.0,mobile,Philippines,66
VIEW00015179,CUST001801,CNT00154,2026-05-05,42,92.0,mobile,Philippines,42
VIEW00015180,CUST001801,CNT00004,2026-05-17,104,56.0,smart tv,Philippines,117
VIEW00015181,CUST001801,CNT00407,2026-06-12,100,72.0,smart tv,Philippines,108
VIEW00015182,CUST001801,CNT00224,2025-08-03,81,72.0,smart tv,Philippines,92
VIEW00015183,CUST001802,CNT00050,2026-03-02,51,57.0,laptop,Italy,64
VIEW00015184,CUST001802,CNT00265,2025-12-21,34,100.0,mobile,italy,45
VIEW00015185,CUST001802,CNT00222,2026-05-29,56,71.0,gaming console,Italy,64
VIEW00015186,CUST001802,CNT00421,2026-05-22,21,62.0,mobile,Italy,21
VIEW00015187,CUST001802,CNT00306,2025-10-06,52,54.0,smarttv,Italy,57
VIEW00015188,CUST001802,CNT00376,2025-12-08,62,24.0,mobile,Italy,72
VIEW00015189,CUST001802,CNT00152,2026-01-26,123,62.0,smart tv,Italy,132
VIEW00015190,CUST001802,CNT00315,2025-09-23,32,41.0,mobile,Italy,36
VIEW00015191,CUST001802,CNT00149,2025-07-02,32,56.0,smart tv,italy,41
VIEW00015192,CUST001802,CNT00333,2025-07-07,35,40.0,smart tv,Italy,51
VIEW00015193,CUST001802,CNT00028,2025-12-07,47,95.0,mobile,Italy,55
VIEW00015194,CUST001802,CNT00052,2026-03-19,27,54.0,mobile,Italy,38
VIEW00015195,CUST001802,CNT00319,2025-08-18,43,81.0,gaming console,Italy,49
VIEW00015196,CUST001803,CNT00332,2025-08-02,43,32.0,smart tv,United States,43
VIEW00015197,CUST001803,CNT00040,2025-07-09,83,77.0,smart tv,United States,91
VIEW00015198,CUST001803,CNT00421,2026-04-07,55,35.0,smart tv,United States,71
VIEW00015199,CUST001803,CNT00464,2025-08-08,18,60.0,tablet,United States,33
VIEW00015200,CUST001803,CNT00117,2025-10-19,139,67.0,smart tv,united states,143
VIEW00015201,CUST001803,CNT00045,2026-06-21,63,45.0,smart tv,united states,74
VIEW00015202,CUST001804,CNT00211,2025-12-08,70,68.0,mobile,Nigeria,80
VIEW00015203,CUST001804,CNT00173,2026-02-07,73,41.0,smart tv,Nigeria,79
