payment_id,customer_id,subscription_id,payment_date,amount,payment_method,payment_status,failed_payment_reason
PAY00020104,CUST001461,,2024-01-16,6.99,Debit Card,Success,
PAY00020105,CUST001461,,2024-02-15,6.99,Credit Card,Success,
PAY00020106,CUST001461,,2024-03-16,6.99,Mobile Wallet,Success,
PAY00020107,CUST001461,,2024-04-15,6.99,Credit Card,Success,
PAY00020108,CUST001461,,2024-05-15,6.99,Mobile Wallet,Success,
PAY00020109,CUST001461,,2024-06-14,6.99,UPI,Success,
PAY00020110,CUST001461,,2024-07-14,6.99,PayPal,Success,
PAY00020111,CUST001461,,2024-08-13,6.99,PayPal,Success,
PAY00020112,CUST001461,,2024-09-12,6.99,PayPal,Success,
PAY00020113,CUST001461,,2024-10-12,6.99,UPI,Success,
PAY00020114,CUST001461,,2024-11-11,6.99,Gift Card,Success,
PAY00020115,CUST001462,,2019-02-16,6.99,Debit Card,Success,
PAY00020116,CUST001462,,2019-03-18,6.99,Net Banking,Success,
PAY00020117,CUST001462,,2019-04-17,6.99,Credit Card,Success,
PAY00020118,CUST001462,,2019-05-17,6.99,Credit Card,Success,
PAY00020119,CUST001462,,2019-06-16,6.99,UPI,Success,
PAY00020120,CUST001462,,2019-07-16,6.99,PayPal,Success,
PAY00020121,CUST001462,,2019-08-15,6.99,Mobile Wallet,Failed,International transaction blocked
PAY00020122,CUST001462,,2019-09-14,6.99,Mobile Wallet,Success,
PAY00020123,CUST001462,,2019-10-14,6.99,PayPal,Success,
PAY00020124,CUST001462,,2019-11-13,6.99,UPI,Success,
PAY00020125,CUST001462,,2019-12-13,6.99,Credit Card,Success,
PAY00020126,CUST001462,,2020-01-12,6.99,Debit Card,Success,
PAY00020127,CUST001462,,2020-02-11,6.99,Credit Card,Success,
PAY00020128,CUST001462,,2020-03-12,6.99,Mobile Wallet,Success,
PAY00020129,CUST001462,,2020-04-11,6.99,PayPal,Success,
PAY00020130,CUST001463,,2023-03-27,6.99,Credit Card,Success,
PAY00020131,CUST001463,,2023-04-26,6.99,Credit Card,Failed,Bank declined
PAY00020132,CUST001463,,2023-05-26,6.99,PayPal,Success,
PAY00020133,CUST001463,,2023-06-25,6.99,Gift Card,Success,
PAY00020134,CUST001463,,2023-07-25,6.99,Gift Card,Success,
PAY00020135,CUST001463,,2023-08-24,6.99,Net Banking,Success,
PAY00020136,CUST001463,,2023-09-23,6.99,Debit Card,Success,
PAY00020137,CUST001463,,2023-10-23,6.99,Gift Card,Success,
PAY00020138,CUST001463,,2023-11-22,6.99,Credit Card,Success,
PAY00020139,CUST001463,,2023-12-22,6.99,Net Banking,Success,
PAY00020140,CUST001463,,2024-01-21,6.99,PayPal,Success,
PAY00020141,CUST001463,,2024-02-20,6.99,PayPal,Success,
PAY00020142,CUST001463,,2024-03-21,6.99,Credit Card,Success,
PAY00020143,CUST001463,,2024-04-20,6.99,Net Banking,Success,
PAY00020144,CUST001463,,2024-05-20,6.99,Debit Card,Success,
PAY00020145,CUST001464,,2023-04-14,15.49,Debit Card,Success,
PAY00020146,CUST001464,,2023-05-14,15.49,Net Banking,Success,
PAY00020147,CUST001464,,2023-06-13,15.49,Credit Card,Success,
PAY00020148,CUST001464,,2023-07-13,15.49,UPI,Success,
PAY00020149,CUST001464,,2023-08-12,15.49,Net Banking,Success,
PAY00020150,CUST001464,,2023-09-11,15.49,Credit Card,Success,
PAY00020151,CUST001464,,2023-10-11,15.49,Debit Card,Success,
PAY00020152,CUST001464,,2023-11-10,15.49,Credit Card,Success,
PAY00020153,CUST001464,,2023-12-10,15.49,Credit Card,Success,
PAY00020154,CUST001464,,2024-01-09,15.49,Debit Card,Failed,Incorrect card details
PAY00020155,CUST001464,,2024-02-08,15.49,Debit Card,Success,
PAY00020156,CUST001464,,2024-03-09,15.49,PayPal,Success,
PAY00020157,CUST001464,,2024-04-08,15.49,Credit Card,Success,
PAY00020158,CUST001464,,2024-05-08,15.49,Credit Card,Success,
PAY00020159,CUST001464,,2024-06-07,15.49,PayPal,Success,
PAY00020160,CUST001465,,2021-11-13,6.99,Credit Card,Success,
PAY00020161,CUST001465,,2021-12-13,0.0,Debit Card,Success,
PAY00020162,CUST001465,,2022-01-12,6.99,PayPal,Success,
PAY00020163,CUST001465,,2022-02-11,6.99,PayPal,Success,
PAY00020164,CUST001465,,2022-03-13,6.99,Gift Card,Success,
PAY00020165,CUST001465,,2022-04-12,6.99,Credit Card,Success,
PAY00020166,CUST001465,,2022-05-12,6.99,Credit Card,Success,
PAY00020167,CUST001465,,2022-06-11,6.99,Mobile Wallet,Success,
PAY00020168,CUST001465,,2022-07-11,6.99,Credit Card,Success,
PAY00020169,CUST001465,,2022-08-10,6.99,UPI,Failed,Card reported lost/stolen
PAY00020170,CUST001465,,2022-09-09,6.99,PayPal,Success,
PAY00020171,CUST001465,,2022-10-09,6.99,UPI,Success,
PAY00020172,CUST001465,,2022-11-08,6.99,Credit Card,Success,
PAY00020173,CUST001465,,2022-12-08,6.99,Credit Card,Success,
PAY00020174,CUST001465,,2023-01-07,6.99,Gift Card,Success,
PAY00020175,CUST001466,,2022-11-13,6.99,Net Banking,Success,
PAY00020176,CUST001466,,2022-12-13,6.99,Credit Card,Success,
PAY00020177,CUST001466,,2023-01-12,6.99,Debit Card,Success,
PAY00020178,CUST001466,,2023-02-11,6.99,Debit Card,Success,
PAY00020179,CUST001466,,2023-03-13,6.99,Net Banking,Success,
PAY00020180,CUST001466,,2023-04-12,6.99,Credit Card,Success,
PAY00020181,CUST001466,,2023-05-12,6.99,Credit Card,Failed,International transaction blocked
PAY00020182,CUST001466,,2023-06-11,6.99,Credit Card,Success,
PAY00020183,CUST001466,,2023-07-11,6.99,Debit Card,Success,
PAY00020184,CUST001466,,2023-08-10,6.99,UPI,Success,
PAY00020185,CUST001466,,2023-09-09,6.99,Debit Card,Success,
PAY00020186,CUST001466,,2023-10-09,6.99,Credit Card,Success,
PAY00020187,CUST001466,,2023-11-08,6.99,Net Banking,Success,
PAY00020188,CUST001466,,2023-12-08,6.99,Net Banking,Success,
PAY00020189,CUST001466,,2024-01-07,6.99,UPI,Success,
PAY00020190,CUST001467,,2026-01-18,22.99,Gift Card,Success,
PAY00020191,CUST001467,,2026-02-17,22.99,Gift Card,Success,
PAY00020192,CUST001467,,2026-03-19,22.99,Credit Card,Success,
PAY00020193,CUST001467,,2026-04-18,22.99,Credit Card,Success,
PAY00020194,CUST001467,,2026-05-18,22.99,Debit Card,Success,
PAY00020195,CUST001468,,2026-01-07,22.99,UPI,Success,
PAY00020196,CUST001468,,2026-02-06,22.99,UPI,Success,
PAY00020197,CUST001468,,2026-03-08,22.99,Debit Card,Success,
PAY00020198,CUST001468,,2026-04-07,22.99,Mobile Wallet,Success,
PAY00020199,CUST001468,,2026-05-07,22.99,UPI,Success,
PAY00020200,CUST001469,,2021-12-16,15.49,UPI,Success,
PAY00020201,CUST001469,,2022-01-15,15.49,Gift Card,Success,
PAY00020202,CUST001469,,2022-02-14,15.49,Net Banking,Success,
PAY00020203,CUST001469,,2022-03-16,15.49,Net Banking,Success,
PAY00020204,CUST001469,,2022-04-15,15.49,Net Banking,Success,
PAY00020205,CUST001469,,2022-05-15,15.49,UPI,Success,
PAY00020206,CUST001469,,2022-06-14,15.49,Credit Card,Failed,International transaction blocked
PAY00020207,CUST001469,,2022-07-14,15.49,PayPal,Success,
PAY00020208,CUST001469,,2022-08-13,15.49,Debit Card,Success,
PAY00020209,CUST001469,,2022-09-12,15.49,Debit Card,Success,
PAY00020210,CUST001469,,2022-10-12,15.49,Credit Card,Success,
PAY00020211,CUST001469,,2022-11-11,15.49,Credit Card,Success,
PAY00020212,CUST001469,,2022-12-11,15.49,Gift Card,Success,
PAY00020213,CUST001469,,2023-01-10,15.49,Debit Card,Success,
PAY00020214,CUST001469,,2023-02-09,15.49,Debit Card,Success,
PAY00020215,CUST001470,,2022-04-05,6.99,UPI,Success,
PAY00020216,CUST001470,,2022-05-05,6.99,Debit Card,Success,
PAY00020217,CUST001470,,2022-06-04,6.99,PayPal,Success,
PAY00020218,CUST001470,,2022-07-04,6.99,Debit Card,Success,
PAY00020219,CUST001470,,2022-08-03,6.99,UPI,Success,
PAY00020220,CUST001470,,2022-09-02,6.99,UPI,Success,
PAY00020221,CUST001470,,2022-10-02,6.99,Credit Card,Success,
PAY00020222,CUST001470,,2022-11-01,6.99,Net Banking,Success,
PAY00020223,CUST001470,,2022-12-01,6.99,Debit Card,Success,
PAY00020224,CUST001470,,2022-12-31,6.99,Gift Card,Success,
PAY00020225,CUST001470,,2023-01-30,6.99,PayPal,Success,
PAY00020226,CUST001470,,2023-03-01,6.99,Net Banking,Success,
PAY00020227,CUST001470,,2023-03-31,6.99,Net Banking,Success,
PAY00020228,CUST001470,,2023-04-30,6.99,Credit Card,Success,
PAY00020229,CUST001470,,2023-05-30,6.99,Debit Card,Success,
PAY00020230,CUST001471,,2024-04-28,6.99,Credit Card,Success,
PAY00020231,CUST001471,,2024-05-28,6.99,Net Banking,Success,
PAY00020232,CUST001471,,2024-06-27,6.99,Debit Card,Success,
PAY00020233,CUST001471,,2024-07-27,6.99,Debit Card,Failed,Insufficient funds
PAY00020234,CUST001471,,2024-08-26,6.99,Credit Card,Success,
PAY00020235,CUST001471,,2024-09-25,6.99,Debit Card,Success,
PAY00020236,CUST001471,,2024-10-25,6.99,Credit Card,Success,
PAY00020237,CUST001471,,2024-11-24,6.99,PayPal,Success,
PAY00020238,CUST001471,,2024-12-24,6.99,Gift Card,Success,
PAY00020239,CUST001471,,2025-01-23,6.99,Net Banking,Success,
PAY00020240,CUST001471,,2025-02-22,6.99,Debit Card,Success,
PAY00020241,CUST001471,,2025-03-24,6.99,Net Banking,Success,
PAY00020242,CUST001471,,2025-04-23,6.99,Credit Card,Success,
PAY00020243,CUST001471,,2025-05-23,6.99,Credit Card,Success,
PAY00020244,CUST001471,,2025-06-22,6.99,UPI,Success,
PAY00020245,CUST001472,,2026-02-25,15.49,UPI,Success,
PAY00020246,CUST001472,,2026-03-27,15.49,Gift Card,Success,
PAY00020247,CUST001472,,2026-04-26,15.49,Net Banking,Success,
PAY00020248,CUST001472,,2026-05-26,15.49,Credit Card,Failed,Card expired
PAY00020249,CUST001473,,2024-06-04,6.99,Credit Card,Failed,International transaction blocked
PAY00020250,CUST001473,,2024-07-04,6.99,Debit Card,Success,
PAY00020251,CUST001473,,2024-08-03,6.99,Debit Card,Success,
PAY00020252,CUST001473,,2024-09-02,6.99,Debit Card,Success,
PAY00020253,CUST001473,,2024-10-02,6.99,PayPal,Success,
PAY00020254,CUST001473,,2024-11-01,6.99,Mobile Wallet,Failed,International transaction blocked
PAY00020255,CUST001473,,2024-12-01,6.99,Net Banking,Success,
PAY00020256,CUST001473,,2024-12-31,6.99,Net Banking,Success,
PAY00020257,CUST001473,,2025-01-30,6.99,UPI,Success,
PAY00020258,CUST001473,,2025-03-01,6.99,Credit Card,Success,
PAY00020259,CUST001473,,2025-03-31,6.99,Mobile Wallet,Success,
PAY00020260,CUST001473,,2025-04-30,6.99,Debit Card,Success,
PAY00020261,CUST001473,,2025-05-30,6.99,Debit Card,Success,
PAY00020262,CUST001473,,2025-06-29,6.99,Gift Card,Success,
PAY00020263,CUST001473,,2025-07-29,6.99,Mobile Wallet,Success,
PAY00020264,CUST001474,,2021-08-12,15.49,Credit Card,Success,
PAY00020265,CUST001474,,2021-09-11,15.49,PayPal,Success,
PAY00020266,CUST001474,,2021-10-11,15.49,Mobile Wallet,Success,
PAY00020267,CUST001474,,2021-11-10,15.49,Credit Card,Success,
PAY00020268,CUST001474,,2021-12-10,15.49,Debit Card,Success,
PAY00020269,CUST001474,,2022-01-09,15.49,Net Banking,Success,
PAY00020270,CUST001474,,2022-02-08,15.49,Credit Card,Success,
PAY00020271,CUST001474,,2022-03-10,15.49,Credit Card,Success,
PAY00020272,CUST001474,,2022-04-09,15.49,Net Banking,Success,
PAY00020273,CUST001474,,2022-05-09,15.49,PayPal,Success,
PAY00020274,CUST001474,,2022-06-08,15.49,Credit Card,Success,
PAY00020275,CUST001474,,2022-07-08,15.49,Credit Card,Success,
PAY00020276,CUST001474,,2022-08-07,15.49,UPI,Success,
PAY00020277,CUST001474,,2022-09-06,15.49,Credit Card,Success,
PAY00020278,CUST001474,,2022-10-06,15.49,Credit Card,Success,
PAY00020279,CUST001475,,2023-11-10,6.99,Credit Card,Success,
PAY00020280,CUST001475,,2023-12-10,6.99,Credit Card,Success,
PAY00020281,CUST001475,,2024-01-09,6.99,Net Banking,Failed,Insufficient funds
PAY00020282,CUST001475,,2024-02-08,6.99,Credit Card,Success,
PAY00020283,CUST001475,,2024-03-09,6.99,Net Banking,Success,
PAY00020284,CUST001475,,2024-04-08,6.99,Credit Card,Success,
PAY00020285,CUST001475,,2024-05-08,6.99,Credit Card,Success,
PAY00020286,CUST001475,,2024-06-07,6.99,Debit Card,Success,
PAY00020287,CUST001475,,2024-07-07,6.99,PayPal,Success,
PAY00020288,CUST001475,,2024-08-06,6.99,Credit Card,Success,
PAY00020289,CUST001475,,2024-09-05,6.99,Gift Card,Success,
PAY00020290,CUST001475,,2024-10-05,6.99,Gift Card,Success,
PAY00020291,CUST001475,,2024-11-04,6.99,PayPal,Success,
PAY00020292,CUST001475,,2024-12-04,6.99,Mobile Wallet,Success,
PAY00020293,CUST001475,,2025-01-03,6.99,Debit Card,Success,
PAY00020294,CUST001476,,2022-07-24,6.99,Credit Card,Success,
PAY00020295,CUST001476,,2022-08-23,6.99,Debit Card,Success,
PAY00020296,CUST001476,,2022-09-22,6.99,UPI,Success,
PAY00020297,CUST001476,,2022-10-22,6.99,Credit Card,Success,
PAY00020298,CUST001476,,2022-11-21,6.99,Net Banking,Success,
PAY00020299,CUST001476,,2022-12-21,6.99,UPI,Success,
PAY00020300,CUST001476,,2023-01-20,6.99,Net Banking,Success,
PAY00020301,CUST001476,,2023-02-19,6.99,Net Banking,Failed,Insufficient funds
PAY00020302,CUST001476,,2023-03-21,6.99,PayPal,Success,
PAY00020303,CUST001476,,2023-04-20,6.99,UPI,Success,
PAY00020304,CUST001476,,2023-05-20,6.99,Credit Card,Success,
PAY00020305,CUST001476,,2023-06-19,6.99,UPI,Success,
PAY00020306,CUST001476,,2023-07-19,6.99,Credit Card,Failed,Incorrect card details
PAY00020307,CUST001476,,2023-08-18,6.99,UPI,Success,
PAY00020308,CUST001476,,2023-09-17,6.99,Net Banking,Success,
PAY00020309,CUST001477,,2021-07-08,15.49,Credit Card,Success,
PAY00020310,CUST001477,,2021-08-07,15.49,PayPal,Success,
PAY00020311,CUST001477,,2021-09-06,15.49,Debit Card,Success,
PAY00020312,CUST001477,,2021-10-06,15.49,Credit Card,Success,
PAY00020313,CUST001477,,2021-11-05,15.49,UPI,Success,
PAY00020314,CUST001477,,2021-12-05,15.49,Credit Card,Success,
PAY00020315,CUST001477,,2022-01-04,15.49,Net Banking,Success,
PAY00020316,CUST001477,,2022-02-03,15.49,Credit Card,Success,
PAY00020317,CUST001477,,2022-03-05,15.49,Debit Card,Success,
PAY00020318,CUST001477,,2022-04-04,15.49,Credit Card,Success,
PAY00020319,CUST001477,,2022-05-04,15.49,Mobile Wallet,Success,
PAY00020320,CUST001477,,2022-06-03,15.49,UPI,Success,
PAY00020321,CUST001477,,2022-07-03,15.49,Net Banking,Success,
PAY00020322,CUST001477,,2022-08-02,15.49,Credit Card,Success,
PAY00020323,CUST001477,,2022-09-01,15.49,Credit Card,Success,
PAY00020324,CUST001478,,2022-12-09,15.49,Mobile Wallet,Success,
PAY00020325,CUST001478,,2023-01-08,15.49,PayPal,Success,
PAY00020326,CUST001478,,2023-02-07,15.49,Debit Card,Success,
PAY00020327,CUST001478,,2023-03-09,15.49,Credit Card,Success,
PAY00020328,CUST001478,,2023-04-08,15.49,Credit Card,Success,
PAY00020329,CUST001478,,2023-05-08,15.49,PayPal,Success,
PAY00020330,CUST001478,,2023-06-07,15.49,UPI,Success,
PAY00020331,CUST001478,,2023-07-07,15.49,Net Banking,Success,
PAY00020332,CUST001478,,2023-08-06,15.49,Mobile Wallet,Success,
PAY00020333,CUST001478,,2023-09-05,15.49,Credit Card,Success,
PAY00020334,CUST001478,,2023-10-05,15.49,Credit Card,Success,
PAY00020335,CUST001478,,2023-11-04,15.49,Credit Card,Success,
PAY00020336,CUST001478,,2023-12-04,15.49,UPI,Success,
PAY00020337,CUST001478,,2024-01-03,15.49,Credit Card,Success,
PAY00020338,CUST001478,,2024-02-02,15.49,Net Banking,Success,
PAY00020339,CUST001479,,2019-11-05,15.49,UPI,Success,
PAY00020340,CUST001479,,2019-12-05,15.49,UPI,Success,
PAY00020341,CUST001479,,2020-01-04,15.49,Credit Card,Success,
PAY00020342,CUST001479,,2020-02-03,15.49,PayPal,Success,
PAY00020343,CUST001479,,2020-03-04,15.49,PayPal,Success,
PAY00020344,CUST001479,,2020-04-03,15.49,Debit Card,Failed,Insufficient funds
PAY00020345,CUST001479,,2020-05-03,15.49,UPI,Success,
PAY00020346,CUST001479,,2020-06-02,15.49,Debit Card,Failed,Card expired
PAY00020347,CUST001479,,2020-07-02,15.49,Mobile Wallet,Success,
PAY00020348,CUST001479,,2020-08-01,15.49,Debit Card,Success,
PAY00020349,CUST001479,,2020-08-31,15.49,Debit Card,Success,
PAY00020350,CUST001479,,2020-09-30,15.49,Gift Card,Success,
PAY00020351,CUST001479,,2020-10-30,15.49,Gift Card,Success,
PAY00020352,CUST001479,,2020-11-29,15.49,Gift Card,Success,
PAY00020353,CUST001479,,2020-12-29,15.49,Credit Card,Success,
PAY00020354,CUST001480,,2025-07-02,6.99,Credit Card,Success,
PAY00020355,CUST001480,,2025-08-01,6.99,Credit Card,Success,
PAY00020356,CUST001480,,2025-08-31,6.99,Credit Card,Success,
PAY00020357,CUST001480,,2025-09-30,6.99,UPI,Success,
PAY00020358,CUST001480,,2025-10-30,6.99,Debit Card,Success,
PAY00020359,CUST001480,,2025-11-29,6.99,PayPal,Success,
PAY00020360,CUST001480,,2025-12-29,6.99,Mobile Wallet,Success,
PAY00020361,CUST001480,,2026-01-28,6.99,Credit Card,Failed,Card reported lost/stolen
PAY00020362,CUST001480,,2026-02-27,6.99,Debit Card,Success,
PAY00020363,CUST001480,,2026-03-29,6.99,Gift Card,Success,
PAY00020364,CUST001480,,2026-04-28,6.99,Credit Card,Success,
PAY00020365,CUST001480,,2026-05-28,6.99,Credit Card,Success,
PAY00020366,CUST001481,,2022-12-10,15.49,Debit Card,Success,
PAY00020367,CUST001481,,2023-01-09,15.49,Gift Card,Success,
PAY00020368,CUST001481,,2023-02-08,15.49,Credit Card,Success,
PAY00020369,CUST001481,,2023-03-10,15.49,Debit Card,Success,
PAY00020370,CUST001481,,2023-04-09,15.49,UPI,Success,
PAY00020371,CUST001481,,2023-05-09,15.49,Debit Card,Success,
PAY00020372,CUST001481,,2023-06-08,15.49,UPI,Success,
PAY00020373,CUST001481,,2023-07-08,15.49,Net Banking,Success,
PAY00020374,CUST001481,,2023-08-07,15.49,Net Banking,Success,
PAY00020375,CUST001481,,2023-09-06,15.49,UPI,Success,
PAY00020376,CUST001481,,2023-10-06,15.49,Debit Card,Success,
PAY00020377,CUST001481,,2023-11-05,15.49,Credit Card,Success,
PAY00020378,CUST001481,,2023-12-05,15.49,UPI,Success,
PAY00020379,CUST001481,,2024-01-04,15.49,Credit Card,Success,
PAY00020380,CUST001481,,2024-02-03,15.49,PayPal,Success,
PAY00020381,CUST001482,,2022-03-10,15.49,Gift Card,Success,
PAY00020382,CUST001482,,2022-04-09,15.49,Debit Card,Success,
PAY00020383,CUST001482,,2022-05-09,15.49,UPI,Success,
PAY00020384,CUST001482,,2022-06-08,15.49,Gift Card,Success,
PAY00020385,CUST001482,,2022-07-08,15.49,Gift Card,Success,
PAY00020386,CUST001482,,2022-08-07,15.49,Credit Card,Success,
PAY00020387,CUST001482,,2022-09-06,15.49,Gift Card,Success,
PAY00020388,CUST001482,,2022-10-06,15.49,UPI,Success,
PAY00020389,CUST001482,,2022-11-05,15.49,UPI,Success,
PAY00020390,CUST001482,,2022-12-05,15.49,Credit Card,Success,
PAY00020391,CUST001482,,2023-01-04,15.49,Mobile Wallet,Failed,Card reported lost/stolen
PAY00020392,CUST001482,,2023-02-03,15.49,Credit Card,Success,
PAY00020393,CUST001482,,2023-03-05,0.0,Credit Card,Failed,International transaction blocked
PAY00020394,CUST001482,,2023-04-04,15.49,Credit Card,Success,
PAY00020395,CUST001482,,2023-05-04,15.49,Credit Card,Success,
PAY00020396,CUST001483,,2025-10-04,6.99,Credit Card,Success,
PAY00020397,CUST001483,,2025-11-03,6.99,Credit Card,Success,
PAY00020398,CUST001483,,2025-12-03,6.99,PayPal,Failed,Bank declined
PAY00020399,CUST001483,,2026-01-02,6.99,Debit Card,Success,
PAY00020400,CUST001483,,2026-02-01,6.99,Debit Card,Success,
PAY00020401,CUST001483,,2026-03-03,6.99,UPI,Success,
PAY00020402,CUST001483,,2026-04-02,6.99,Gift Card,Success,
PAY00020403,CUST001483,,2026-05-02,6.99,Debit Card,Success,
PAY00020404,CUST001484,,2025-03-29,15.49,UPI,Success,
PAY00020405,CUST001484,,2025-04-28,15.49,Mobile Wallet,Success,
PAY00020406,CUST001484,,2025-05-28,15.49,Credit Card,Success,
PAY00020407,CUST001484,,2025-06-27,15.49,Credit Card,Success,
PAY00020408,CUST001484,,2025-07-27,15.49,UPI,Success,
PAY00020409,CUST001484,,2025-08-26,15.49,Debit Card,Success,
PAY00020410,CUST001484,,2025-09-25,15.49,Credit Card,Success,
PAY00020411,CUST001484,,2025-10-25,15.49,Credit Card,Success,
PAY00020412,CUST001484,,2025-11-24,15.49,Credit Card,Success,
PAY00020413,CUST001484,,2025-12-24,15.49,Net Banking,Success,
PAY00020414,CUST001484,,2026-01-23,15.49,Mobile Wallet,Success,
PAY00020415,CUST001484,,2026-02-22,15.49,Net Banking,Success,
PAY00020416,CUST001484,,2026-03-24,15.49,Debit Card,Success,
PAY00020417,CUST001484,,2026-04-23,15.49,Debit Card,Success,
PAY00020418,CUST001484,,2026-05-23,15.49,Debit Card,Success,
PAY00020419,CUST001485,,2023-05-31,6.99,PayPal,Success,
PAY00020420,CUST001485,,2023-06-30,6.99,Debit Card,Success,
PAY00020421,CUST001485,,2023-07-30,6.99,Credit Card,Success,
PAY00020422,CUST001485,,2023-08-29,6.99,UPI,Success,
PAY00020423,CUST001485,,2023-09-28,6.99,Gift Card,Success,
PAY00020424,CUST001485,,2023-10-28,6.99,Credit Card,Success,
PAY00020425,CUST001485,,2023-11-27,6.99,Credit Card,Success,
PAY00020426,CUST001485,,2023-12-27,6.99,Mobile Wallet,Success,
PAY00020427,CUST001485,,2024-01-26,6.99,Debit Card,Success,
PAY00020428,CUST001485,,2024-02-25,6.99,Credit Card,Success,
PAY00020429,CUST001485,,2024-03-26,6.99,PayPal,Success,
PAY00020430,CUST001485,,2024-04-25,6.99,Credit Card,Success,
PAY00020431,CUST001485,,2024-05-25,23.77,Gift Card,Success,
PAY00020432,CUST001485,,2024-06-24,6.99,Debit Card,Success,
PAY00020433,CUST001485,,2024-07-24,6.99,Credit Card,Success,
PAY00020434,CUST001486,,2022-05-27,6.99,Gift Card,Success,
PAY00020435,CUST001486,,2022-06-26,6.99,Debit Card,Success,
PAY00020436,CUST001486,,2022-07-26,6.99,Credit Card,Failed,Insufficient funds
PAY00020437,CUST001486,,2022-08-25,6.99,Net Banking,Success,
PAY00020438,CUST001486,,2022-09-24,6.99,UPI,Success,
PAY00020439,CUST001486,,2022-10-24,6.99,Gift Card,Success,
PAY00020440,CUST001486,,2022-11-23,6.99,Debit Card,Success,
PAY00020441,CUST001486,,2022-12-23,6.99,Credit Card,Success,
PAY00020442,CUST001486,,2023-01-22,6.99,Credit Card,Success,
PAY00020443,CUST001486,,2023-02-21,6.99,Credit Card,Success,
PAY00020444,CUST001486,,2023-03-23,6.99,Net Banking,Success,
PAY00020445,CUST001486,,2023-04-22,6.99,Debit Card,Success,
PAY00020446,CUST001486,,2023-05-22,6.99,UPI,Success,
PAY00020447,CUST001486,,2023-06-21,6.99,Credit Card,Success,
PAY00020448,CUST001486,,2023-07-21,6.99,Net Banking,Success,
PAY00020449,CUST001487,,2022-09-04,22.99,Net Banking,Success,
PAY00020450,CUST001487,,2022-10-04,22.99,Credit Card,Success,
PAY00020451,CUST001487,,2022-11-03,22.99,Credit Card,Success,
PAY00020452,CUST001487,,2022-12-03,22.99,PayPal,Success,
PAY00020453,CUST001487,,2023-01-02,22.99,Credit Card,Success,
PAY00020454,CUST001487,,2023-02-01,22.99,UPI,Success,
PAY00020455,CUST001487,,2023-03-03,22.99,Net Banking,Success,
PAY00020456,CUST001487,,2023-04-02,22.99,Net Banking,Success,
PAY00020457,CUST001487,,2023-05-02,22.99,Credit Card,Success,
PAY00020458,CUST001487,,2023-06-01,22.99,PayPal,Success,
PAY00020459,CUST001487,,2023-07-01,22.99,UPI,Success,
PAY00020460,CUST001487,,2023-07-31,22.99,PayPal,Success,
PAY00020461,CUST001487,,2023-08-30,22.99,PayPal,Success,
PAY00020462,CUST001487,,2023-09-29,22.99,Gift Card,Success,
PAY00020463,CUST001487,,2023-10-29,22.99,Net Banking,Success,
PAY00020464,CUST001488,,2022-07-03,15.49,UPI,Success,
PAY00020465,CUST001488,,2022-08-02,15.49,Credit Card,Success,
PAY00020466,CUST001488,,2022-09-01,15.49,Credit Card,Failed,Bank declined
PAY00020467,CUST001488,,2022-10-01,15.49,UPI,Success,
PAY00020468,CUST001488,,2022-10-31,15.49,Net Banking,Success,
PAY00020469,CUST001488,,2022-11-30,15.49,Debit Card,Success,
PAY00020470,CUST001488,,2022-12-30,15.49,Net Banking,Success,
PAY00020471,CUST001488,,2023-01-29,15.49,PayPal,Success,
PAY00020472,CUST001488,,2023-02-28,15.49,Net Banking,Success,
PAY00020473,CUST001488,,2023-03-30,15.49,PayPal,Success,
PAY00020474,CUST001488,,2023-04-29,15.49,PayPal,Success,
PAY00020475,CUST001488,,2023-05-29,15.49,Mobile Wallet,Success,
PAY00020476,CUST001488,,2023-06-28,15.49,Mobile Wallet,Success,
PAY00020477,CUST001488,,2023-07-28,15.49,Credit Card,Success,
PAY00020478,CUST001488,,2023-08-27,15.49,Credit Card,Success,
PAY00020479,CUST001489,,2021-11-15,22.99,UPI,Success,
PAY00020480,CUST001489,,2021-12-15,22.99,PayPal,Success,
PAY00020481,CUST001489,,2022-01-14,22.99,Mobile Wallet,Success,
PAY00020482,CUST001489,,2022-02-13,22.99,Credit Card,Success,
PAY00020483,CUST001489,,2022-03-15,22.99,Debit Card,Success,
PAY00020484,CUST001489,,2022-04-14,22.99,PayPal,Success,
PAY00020485,CUST001489,,2022-05-14,22.99,PayPal,Success,
PAY00020486,CUST001489,,2022-06-13,22.99,Net Banking,Success,
PAY00020487,CUST001489,,2022-07-13,22.99,Mobile Wallet,Success,
PAY00020488,CUST001489,,2022-08-12,22.99,Credit Card,Success,
PAY00020489,CUST001489,,2022-09-11,22.99,Debit Card,Success,
PAY00020490,CUST001489,,2022-10-11,22.99,PayPal,Failed,Bank declined
PAY00020491,CUST001489,,2022-11-10,22.99,UPI,Success,
PAY00020492,CUST001489,,2022-12-10,22.99,PayPal,Success,
PAY00020493,CUST001489,,2023-01-09,22.99,Mobile Wallet,Success,
PAY00020494,CUST001490,,2020-02-09,15.49,Credit Card,Success,
PAY00020495,CUST001490,,2020-03-10,15.49,Credit Card,Success,
PAY00020496,CUST001490,,2020-04-09,15.49,UPI,Success,
PAY00020497,CUST001490,,2020-05-09,15.49,Debit Card,Success,
PAY00020498,CUST001490,,2020-06-08,15.49,PayPal,Success,
PAY00020499,CUST001490,,2020-07-08,15.49,UPI,Success,
